postal_prefix,population
WD3 5,7692
WD3 6,1360
WD3 7,3726
WD3 8,6165
WD3 9,2686
WD4 8,8062
WD4 9,3617
WD5 0,11694
WD6 1,9584
WD6 2,9655
WD6 3,5343
WD6 4,8330
WD6 5,8959
WD7 7,3363
WD7 8,4942
WD7 9,4481
WF1 1,1838
WF1 2,10278
WF1 3,8882
WF1 4,11655
WF1 5,7328
WF10 1,3698
WF10 2,10132
WF10 3,13221
WF10 4,10380
WF10 5,14311
WF11 0,6912
WF11 8,6443
WF11 9,4309
WF12 0,9966
WF12 7,9286
WF12 8,6844
WF12 9,9923
WF13 1,1425
WF13 2,6302
WF13 3,12398
WF13 4,9316
WF14 0,7391
WF14 8,4089
WF14 9,8759
WF15 6,5155
WF15 7,7334
WF15 8,5196
WF16 0,4541
WF16 9,8310
WF17 0,7792
WF17 5,3621
WF17 6,6823
WF17 7,12222
WF17 8,7735
WF17 9,6299
WF2 0,12606
WF2 6,8435
WF2 7,8569
WF2 8,14295
WF2 9,10589
WF3 1,11260
WF3 2,5878
WF3 3,9916
WF3 4,7032
WF4 1,9502
WF4 2,6650
WF4 3,9373
WF4 4,8906
WF4 5,5629
WF4 6,4504
WF5 0,9070
WF5 8,6272
WF5 9,6553
WF6 1,11994
WF6 2,10425
WF7 5,8047
WF7 6,6554
WF7 7,8058
WF8 1,5134
WF8 2,16263
WF8 3,6137
WF8 4,8550
WF9 1,7189
WF9 2,11425
WF9 3,8690
WF9 4,8857
WF9 5,5308
WN1 1,982
WN1 2,9539
WN1 3,9520
WN2 1,8840
WN2 2,8081
WN2 3,9696
WN2 4,15565
WN2 5,11630
WN3 4,6068
WN3 5,11732
WN3 6,13020
WN4 0,9336
WN4 8,8208
WN4 9,10308
WN5 0,8999
WN5 7,11327
WN5 8,11127
WN5 9,13288
WN6 0,15036
WN6 7,9755
WN6 8,11683
WN6 9,5338
WN7 1,9499
WN7 2,10506
WN7 3,10069
WN7 4,8627
WN7 5,11723
WN8 0,6511
WN8 6,17502
WN8 7,4294
WN8 8,10445
WN8 9,8647
WR1 1,4733
WR1 2,2523
WR1 3,3144
WR10 1,7590
WR10 2,7044
WR10 3,5164
WR11 1,6651
WR11 2,8781
WR11 3,6573
WR11 4,8173
WR11 7,9378
WR11 8,8461
WR12 7,6155
WR13 5,3741
WR13 6,5113
WR14 1,12503
WR14 2,10771
WR14 3,6396
WR14 4,5303
WR15 8,7335
WR2 4,10320
WR2 5,12989
WR2 6,8883
WR3 7,12040
WR3 8,9719
WR4 0,10168
WR4 9,16338
WR5 1,11388
WR5 2,9854
WR5 3,13831
WR6 5,5363
WR6 6,7743
WR7 4,5737
WR8 0,5813
WR8 9,2533
WR9 0,5685
WR9 7,13168
WR9 8,10991
WR9 9,4574
WS1 1,807
WS1 2,7738
WS1 3,9891
WS1 4,10002
WS10 0,14749
WS10 7,7630
WS10 8,14033
WS10 9,14699
WS11 0,4816
WS11 1,8921
WS11 4,4521
WS11 5,7162
WS11 6,4186
WS11 7,4624
WS11 8,1903
WS11 9,8250
WS12 0,3201
WS12 1,5088
WS12 2,6739
WS12 3,4305
WS12 4,17404
WS13 6,9008
WS13 7,10977
WS13 8,9146
WS14 0,4561
WS14 9,13075
WS15 1,12526
WS15 2,14424
WS15 3,4595
WS15 4,7139
WS2 0,8830
WS2 7,9506
WS2 8,10997
WS2 9,12842
WS3 1,15114
WS3 2,14031
WS3 3,13188
WS3 4,8847
WS3 5,2077
WS4 1,13110
WS4 2,4761
WS5 3,9787
WS5 4,12444
WS6 6,9069
WS6 7,8381
WS7 0,3940
WS7 1,5458
WS7 2,5112
WS7 3,2735
WS7 4,7277
WS7 9,5683
WS8 6,6726
WS8 7,9727
WS9 0,9228
WS9 8,8720
WS9 9,8526
WV1 1,1549
WV1 2,9966
WV1 3,778
WV1 4,4161
WV10 0,12567
WV10 6,14256
WV10 7,9375
WV10 8,11947
WV10 9,14687
WV11 1,12051
WV11 2,11366
WV11 3,12257
WV12 4,10414
WV12 5,15175
WV13 1,6980
WV13 2,7031
WV13 3,8318
WV14 0,7053
WV14 6,9467
WV14 7,4831
WV14 8,16838
WV14 9,13430
WV15 5,4175
WV15 6,4410
WV16 4,6635
WV16 5,3729
WV16 6,7778
WV2 1,3650
WV2 2,7883
WV2 3,5348
WV2 4,2342
WV3 0,7832
WV3 7,7454
WV3 8,6895
WV3 9,8305
WV4 4,13272
WV4 5,10865
WV4 6,10699
WV5 0,5769
WV5 7,2619
WV5 8,3685
WV5 9,3315
WV6 0,14464
WV6 7,12579
WV6 8,10659
WV6 9,7650
WV7 3,7669
WV8 1,11885
WV8 2,4207
WV9 5,6834
YO1 6,1758
YO1 7,1594
YO1 8,164
YO1 9,2511
YO10 3,14472
YO10 4,8343
YO10 5,9663
YO11 1,3921
YO11 2,6909
YO11 3,13067
YO12 4,9276
YO12 5,9184
YO12 6,11132
YO12 7,10298
YO13 0,5271
YO13 9,5282
YO14 0,6124
YO14 9,5348
YO15 1,3400
YO15 2,4594
YO15 3,5287
YO16 4,9263
YO16 6,7448
YO16 7,8753
YO17 6,3089
YO17 7,6043
YO17 8,6535
YO17 9,7858
YO18 7,5901
YO18 8,5463
YO19 4,1821
YO19 5,4286
YO19 6,7072
YO21 1,5750
YO21 2,2944
YO21 3,5070
YO22 4,5812
YO22 5,2844
YO23 1,8506
YO23 2,4148
YO23 3,6091
YO23 7,1186
YO24 1,5919
YO24 2,7269
YO24 3,8927
YO24 4,7635
YO25 3,2418
YO25 4,4620
YO25 5,7924
YO25 6,5549
YO25 8,5921
YO25 9,7672
YO26 4,5736
YO26 5,12324
YO26 6,5464
YO26 7,2589
YO26 8,3487
YO26 9,1991
YO30 1,2498
YO30 2,1294
YO30 4,2791
YO30 5,7461
YO30 6,9855
YO30 7,2418
YO31 0,7415
YO31 1,4373
YO31 7,5326
YO31 8,6393
YO31 9,6654
YO32 2,5505
YO32 3,6449
YO32 4,2614
YO32 5,6058
YO32 9,7943
YO41 1,6874
YO41 4,2141
YO41 5,3006
YO42 1,2428
YO42 2,9649
YO42 4,4194
YO43 3,8274
YO43 4,4990
YO51 9,6475
YO60 6,1618
YO60 7,2960
YO61 1,5281
YO61 2,1246
YO61 3,6051
YO61 4,2048
YO62 4,2896
YO62 5,2893
YO62 6,4281
YO62 7,1998
YO7 1,8887
YO7 2,2533
YO7 3,5995
YO7 4,3896
YO8 3,5571
YO8 4,6988
YO8 5,7178
YO8 6,5040
YO8 8,10030
YO8 9,13496
